apple1,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0.00520291,0.164412,0.655567,0.174818,0,0,0,0.0998959,0.0593132,0.0145682,0.0156087,0.00936524,0.0385016,0.0676379,0.118626,0.0894901,0,0,0,0,0.0176899,0.0270552,0.280957,0.257024,0.17898,0.082206,0.112383,0.397503,0.134235,0.145682,0.0437045,0.0218522,0.0926119,0.0520291,0,0,0.324662,0.242456,0.170656,0.0770031,0.012487,0.0135276,0.0270552,0.12487,0.00728408,0,0,0,0,0.0343392,0.348595,0.317378,0.1436,0.135276,0.0208117,0
apple1,0.1,0,0,0.2,0.2,0,0,0.2,0.3,0,0.00127551,0.0267857,0.0471939,0.0127551,0.0140306,0.0255102,0.251276,0.621173,0,0,0.145408,0.0178571,0.0191327,0.0204082,0.0306122,0.0994898,0.117347,0.0931122,0.0982143,0.0778061,0,0,0,0,0.00255102,0.0459184,0.154337,0.186224,0.165816,0.21301,0.0484694,0.151786,0.179847,0.182398,0.193878,0.0701531,0.0140306,0.0102041,0.0306122,0.118622,0.17602,0.17602,0.168367,0.192602,0.0956633,0.0140306,0.0178571,0.0102041,0.0242347,0.125,0,0,0,0.0114796,0.207908,0.26148,0.28699,0.0727041,0.0280612,0.131378
apple1,0,0.3,0.1,0.2,0,0,0,0.1,0.3,0,0,0,0,0,0,0.215556,0.61,0.174444,0,0,0,0.01,0.19,0.0144444,0.0322222,0.0255556,0.0455556,0.0777778,0.113333,0.128889,0,0,0,0,0.01,0.03,0.221111,0.155556,0.232222,0.111111,0.0622222,0.27,0.228889,0.154444,0.0655556,0.0166667,0.202222,0,0,0,0.197778,0.274444,0.178889,0.0866667,0.0333333,0.0166667,0.0166667,0.195556,0,0,0,0,0.00111111,0.0288889,0.251111,0.287778,0.191111,0.206667,0.0333333,0
apple1,0.2,0.2,0,0.1,0.1,0,0.2,0.1,0,0.1,0,0,0,0,0,0.0395408,0.575255,0.385204,0,0,0,0.00255102,0.0267857,0.00765306,0.0369898,0.0484694,0.0841837,0.139031,0.155612,0.200255,0,0,0,0,0.00127551,0.0637755,0.195153,0.297194,0.221939,0.167092,0.103316,0.200255,0.27551,0.278061,0.104592,0.0165816,0.0216837,0,0,0,0.191327,0.297194,0.247449,0.169643,0.0408163,0.0191327,0.0280612,0.00637755,0,0,0,0,0,0.0127551,0.27551,0.40051,0.257653,0.0535714,0,0
apple1,0.333333,0.5,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.00888889,0.0740741,0.711111,0.205926,0,0,0.00296296,0.0592593,0.00740741,0.0103704,0.0133333,0.0503704,0.103704,0.106667,0.115556,0.157037,0,0,0,0,0.00740741,0.0414815,0.28,0.256296,0.14963,0.128889,0.00444444,0.448889,0.192593,0.17037,0.100741,0.0222222,0.0296296,0.0311111,0,0,0.146667,0.386667,0.183704,0.115556,0.0711111,0.0251852,0.0103704,0.0533333,0.00740741,0,0,0,0,0.0222222,0.36,0.306667,0.174815,0.121481,0.0148148,0
apple1,0,0,0,0,0.166667,0.5,0,0,0.166667,0.166667,0,0.00238095,0.0142857,0.0190476,0.0738095,0.027381,0.55119,0.311905,0,0,0.138095,0.0190476,0.00714286,0.0047619,0.00595238,0.00357143,0.0380952,0.05,0.0928571,0.104762,0,0,0,0,0,0.0619048,0.2,0.364286,0.139286,0.0738095,0.128571,0.370238,0.180952,0.0928571,0.0619048,0.0047619,0.0047619,0.00833333,0.105952,0.0416667,0.397619,0.228571,0.132143,0.0702381,0.00595238,0.0047619,0.0047619,0.00714286,0.077381,0.0714286,0,0,0,0.0261905,0.272619,0.428571,0.111905,0.00357143,0.0845238,0.0726191
apple1,0.1,0.1,0.2,0.2,0,0.2,0,0.1,0.1,0,0,0.0190972,0.0182292,0.0876736,0.0329861,0.0225694,0.405382,0.414062,0,0,0.180556,0.0121528,0.00607639,0.00868056,0.0243056,0.0720486,0.0868056,0.107639,0.0972222,0.103299,0,0,0,0,0.00347222,0.153646,0.138889,0.208333,0.171875,0.115451,0.136285,0.143229,0.211806,0.168403,0.131944,0.0130208,0.00347222,0.00520833,0.162326,0.0243056,0.197049,0.229167,0.166667,0.157118,0.0451389,0.00694444,0.00607639,0.00347222,0.159722,0.0286458,0,0,0.000868056,0.127604,0.196181,0.276042,0.190972,0.015625,0.155382,0.0373264
apple1,0,0.142857,0.285714,0,0,0.142857,0,0.142857,0.285714,0,0,0,0,0,0.0231092,0.127101,0.418067,0.431723,0,0,0.0861345,0.0693277,0.0105042,0.0052521,0.0052521,0.0210084,0.0661765,0.0787815,0.085084,0.116597,0,0,0,0,0.0052521,0.0304622,0.256303,0.25,0.185924,0.103992,0.162815,0.234244,0.181723,0.161765,0.0892857,0.00420168,0.0052521,0.148109,0.012605,0,0.328782,0.228992,0.156513,0.101891,0.0136555,0.00315126,0.0052521,0.0483193,0.113445,0,0,0,0,0.0178571,0.297269,0.335084,0.181723,0.0210084,0.140756,0.00630252
apple1,0.2,0.3,0,0.2,0.1,0,0,0,0.2,0,0,0,0,0,0.00118906,0.151011,0.422117,0.425684,0,0,0,0.143876,0.0154578,0.0261593,0.0321046,0.039239,0.0891795,0.143876,0.098692,0.104637,0,0,0,0,0.00118906,0.0273484,0.227111,0.199762,0.162901,0.162901,0.0653983,0.225922,0.179548,0.193817,0.147444,0.0297265,0.0642093,0.0939358,0,0,0.195006,0.212842,0.181926,0.168847,0.0570749,0.019025,0.0154578,0.13912,0.0107015,0,0,0,0,0.0130797,0.272295,0.25327,0.242568,0.16409,0.0546968,0
apple1,0,0.2,0,0.1,0.1,0.1,0.2,0.3,0,0,0,0,0,0,0.0177976,0.0433815,0.588432,0.350389,0,0,0.00111235,0.0411568,0.0122358,0.0155729,0.0333704,0.0400445,0.0556174,0.145717,0.134594,0.176863,0,0,0,0,0.00111235,0.0912125,0.201335,0.328142,0.211346,0.110122,0.104561,0.205784,0.328142,0.239155,0.054505,0.0233593,0.0389321,0.00556174,0,0,0.192436,0.338154,0.254727,0.105673,0.0378198,0.0144605,0.0200222,0.0367075,0,0,0,0,0.00111235,0.0478309,0.273637,0.427141,0.193548,0.0533927,0.00333704,0
apple1,0,0.2,0,0,0,0,0,0.2,0,0.6,0,0,0,0,0.0100446,0.140625,0.622768,0.226562,0,0,0.078125,0.0747768,0.015625,0.00892857,0.00446429,0.015625,0.0301339,0.0524554,0.0569196,0.0725446,0,0,0,0,0,0.133929,0.177455,0.347098,0.0870536,0.0803571,0.227679,0.321429,0.13058,0.0948661,0.0479911,0.0100446,0.0078125,0.159598,0,0,0.454241,0.200893,0.0970982,0.0580357,0.0133929,0.00892857,0.00446429,0.0669643,0.0959821,0,0,0,0,0.0859375,0.256696,0.372768,0.110491,0.0267857,0.147321,0
